date,datetime,desc,img,link,media,title
"Nov 4, 2019",2019-11-04,"Earlier this week, during its 3Q 2019 earnings call, Pfizer announced the U.S. launch dates for three of its biosimilar products: ZIRABEV (bevacizumab-bvzr), a ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.jdsupra.com/legalnews/pfizer-announces-u-s-launch-dates-for-22658/,JD Supra,Pfizer Announces U.S. Launch Dates for Three Biosimilars
"Nov 12, 2019",2019-11-12,Pfizer Announces Results of Phase 3 Study for XELJANZ® (tofacitinib) in Juvenile Idiopathic Arthritis Ahead of Presentation at 2019 American College of ...,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.businesswire.com/news/home/20191112005224/en/Pfizer-Announces-Results-of-Phase-3-Study-for-XELJANZ%C2%AE-tofacitinib-in-Juvenile-Idiopathic-Arthritis-Ahead-of-Presentation-at-2019-American-College-of-RheumatologyAssociation-of-Rheumatology-Professionals-Annual-Meeting,,Pfizer Announces Results of Phase 3 Study for XELJANZ ...
"Nov 5, 2019",2019-11-05,"Mylan is focused on closing its merger with Pfizer's Upjohn next year. But after that deal closes, the pumped-up company should have the firepower for more ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.fiercepharma.com/pharma/mylan-sees-opportunity-for-m-a-after-upjohn-deal-exec,FiercePharma,Think Mylan's done with M&A after its Pfizer deal? Think again
"Nov 15, 2019",2019-11-15,"Bristol-Myers Squibb and Pfizer Announce Randomized, Controlled Trial to Evaluate the Effect of Atrial Fibrillation Screening on Health Outcomes in Older ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.businesswire.com/news/home/20191115005062/en/Bristol-Myers-Squibb-and-Pfizer-Announce-Randomized-Controlled-Trial-to-Evaluate-the-Effect-of-Atrial-Fibrillation-Screening-on-Health-Outcomes-in-Older-Individuals,Business Wire,Bristol-Myers Squibb and Pfizer Announce Randomized ...
"Nov 8, 2019",2019-11-08,The effort is a part of Pfizer's third annual “Operation That's My Ride” event at the company's Kalamazoo location. The event was organized by local members of ...,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.mlive.com/news/kalamazoo/2019/11/pfizer-employees-in-portage-build-100-bikes-for-military-families.html,MLive.com,Pfizer employees in Portage build 100 bikes for military families
"Nov 25, 2019",2019-11-25,"The compulsory license to use the Pfizer's patent for sunitinib was granted to Nativa by the Moscow Arbitration Court on January 25, 2019. Later in the year this ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.thepharmaletter.com/article/russian-drugmaker-to-receive-compulsory-license-for-pfizer-s-drug,The Pharma Letter,Russian drugmaker to receive compulsory license for Pfizer's ...
"Nov 5, 2019",2019-11-05,"I would sum up Pfizer's most significant contribution to Korean society over the past 50 years in three categories. First, as a pharmaceutical company, we have ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.koreabiomed.com/news/articleView.html?idxno=6748,Korea Biomedical Review,[Interview with global pharmas] 'Pfizer Korea combines Pfizer's ...
"Nov 16, 2019",2019-11-16,Bristol-Myers Squibb and Pfizer are launching a new study that could give anticoagulant Eliquis a leg up with early screening for atrial fibrillation. (Bristol-Myers ...,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.fiercepharma.com/pharma/pfizer-bms-look-to-early-atrial-fibrillation-screening-for-possible-eliquis-boost,FiercePharma,"Pfizer, BMS look to early atrial fibrillation screening for ..."
"Nov 29, 2019",2019-11-29,Drugmakers Pfizer (NYSE: PFE) and Flynn Pharma might not yet be off the hook over hefty fines handed out by the UK's competition authority that the companies ...,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.thepharmaletter.com/article/pfizer-and-flynn-not-off-the-hook-yet-over-alleged-price-gouging,The Pharma Letter,Pfizer and Flynn not off the hook yet over alleged price gouging
"Nov 26, 2019",2019-11-26,"After 15 years of working in-house, most recently as Pfizer's global media relations lead, I've found my way back to #AgencyLife. As I start my new job, here are ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.mmm-online.com/home/opinion/former-pfizer-exec-shares-his-secrets-to-successful-agency-client-relationships/,Medical Marketing and Media,Former Pfizer exec shares his secrets to successful agency/client relationships - Opinion - MM&M
"Nov 29, 2019",2019-11-29,The UK's competition regulator is pushing to reinstate a £90m fine for Pfizer and Flynn Pharma – quashed last year – over price hikes for an epilepsy drug.,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","http://www.pmlive.com/pharma_news/pfizer,_flynn_face_reinstatement_of_90m_cma_fine_1318465",PMLiVE,"Pfizer, Flynn face reinstatement of £90m CMA fine"
"Nov 25, 2019",2019-11-25,"The U.S. Supreme Court on Monday declined to consider whether Pfizer Inc could seek the dismissal of lawsuits in California's state courts by more than 3,600 ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.reuters.com/article/products-liability-pfizer/u-s-top-court-wont-consider-pfizer-challenge-to-california-lipitor-cases-idUSL1N2850V3,,U.S. top court won't consider Pfizer challenge to California ...
"Nov 7, 2019",2019-11-07,Pfizer Biopharmaceuticals Group President Angela Hwang talks with Bloomberg's Cynthia Koons at The Year Ahead Summit in New York about Pfizer's ...,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.bloomberg.com/news/videos/2019-11-07/pfizer-exec-on-biopharmaceuticals-breakthroughs-pipeline-video,Bloomberg,"Pfizer Exec on Biopharmaceuticals Breakthroughs, Pipeline"
"Nov 28, 2019",2019-11-28,The Competition and Markets Authority is arguing that the Competition Appeal Tribunal “erred in law” when it upheld Pfizer's appeal against the fine. The case pits ...,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.ft.com/content/063ae8f8-113b-11ea-a225-db2f231cfeae,Financial Times,UK regulator seeks to reinstate £90m fine against Pfizer and Flynn
"Nov 5, 2019",2019-11-05,"It was built by Charles Erhart, co-founder of Pfizer Pharmaceutical and Charles Pfizer's cousin, for this daughter back in 1887. The 10,000-square-foot mansion ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://patch.com/new-york/fortgreene/see-brooklyns-pfizer-mansion-back-market-10m,Patch.com,SEE: Brooklyn's 'Pfizer Mansion' Back On The Market For $10M
"Nov 18, 2019",2019-11-18,Pfizer's FDA-Approved Adalimumab Faces Four-Year Wait. Abrilada May Launch From Late 2023 Under A Settlement With AbbVie. 18 Nov 2019. News.,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://generics.pharmaintelligence.informa.com/GB149365/Pfizers-FDA-Approved-Adalimumab-Faces-Four-Year-Wait,Generics Bulletin,Pfizer's FDA-Approved Adalimumab Faces Four-Year Wait
"Nov 25, 2019",2019-11-25,"While much of the focus on Pfizer's pipeline has been on the breast cancer drug Ibrance, there are four other new drugs worth watching that could turn the stock ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.nasdaq.com/articles/5-drugs-in-pfizers-pipeline-that-could-turn-the-stock-around-2019-11-25,Nasdaq,5 Drugs in Pfizer's Pipeline That Could Turn the Stock Around
"Nov 7, 2019",2019-11-07,Pfizer is currently conducting clinical trials on the first vaccine that may be used in pregnant women to protect their unborn children. Vaccines such as tetanus have ...,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.clinicalleader.com/doc/pfizer-vaccine-trial-focuses-on-pregnant-women-0001,Clinical Leader,Pfizer Vaccine Trial Focuses On Pregnant Women
"Nov 13, 2019",2019-11-13,"Novartis thinks tropifexor may prove to be best-in-class FXR agonist, while Pfizer notes the complementary activity of its ACC and DGAT2 inhibitors. Their NASH ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://scrip.pharmaintelligence.informa.com/SC126198/Novartis-Pfizer-Advance-Their-NASH-Ambitions-Separately-As-Partners,Scrip,"Novartis, Pfizer Advance Their NASH Ambitions Separately ..."
"Nov 19, 2019",2019-11-19,Akcea and Ionis Announce Closing of Licensing Agreement with Pfizer Inc. for Investigative Antisense Therapy AKCEA-ANGPTL3-L(Rx) ...,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.globenewswire.com/news-release/2019/11/19/1949713/0/en/Akcea-and-Ionis-Announce-Closing-of-Licensing-Agreement-with-Pfizer-Inc-for-Investigative-Antisense-Therapy-AKCEA-ANGPTL3-L-Rx.html,,Akcea and Ionis Announce Closing of Licensing Agreement ...
"Nov 14, 2019",2019-11-14,"In a lengthy decision that followed a bench trial, U.S. District Judge Joseph Bataillon in Wilmington, Delaware, said Pfizer's proposed generic version of Adrenalin ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://uk.reuters.com/article/ip-patent-hospira/judge-upholds-endo-patents-on-adrenalin-in-loss-for-pfizer-generic-unit-idUSL2N27V02W,Reuters,Judge upholds Endo patents on Adrenalin in loss for Pfizer generic unit
"Nov 13, 2019",2019-11-13,"The 21-year-old Marketing student from Leicester has just completed a placement year with Pfizer, one of the world's premier pharmaceutical companies.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.dmu.ac.uk/about-dmu/news/2019/november/positive-placement-at-pfizer-paves-way-for-student-success.aspx,De Montfort University,Positive placement at Pfizer paves way for student success
"Nov 19, 2019",2019-11-19,"This investment is part of Pfizer's larger, multisectoral strategy to fight infectious diseases and AMR, which also includes multiple investments from Pfizer Inc., such ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.devex.com/news/sponsored/when-global-health-goes-local-tackling-infectious-diseases-and-antimicrobial-resistance-in-kenya-96029,Devex,When global health goes local: Tackling infectious diseases ...
"Nov 26, 2019",2019-11-26,"Pfizer Inc. on 25th Nov 2019, announced the efficacy and tolerability results from the subgroup analysis of Asian patients enrolled in the ARCHER 1050, a ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.biospectrumasia.com/news/34/14965/pfizer-unveils-positive-results-for-vizimpro-as-first-line-monotherapy-in-nsclc-patients.html,BSA bureau,Pfizer Unveils Positive Results for VIZIMPROÂ® as first-line ...
"Nov 2, 2019",2019-11-02,Today we will run through one way of estimating the intrinsic value of Pfizer Inc. (NYSE:PFE) by projecting its future cash flows and then discounting them to ...,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://simplywall.st/stocks/us/pharmaceuticals-biotech/nyse-pfe/pfizer/news/is-there-an-opportunity-with-pfizer-inc-s-nysepfe-42-undervaluation,Simply Wall St,Is There An Opportunity With Pfizer Inc.'s (NYSE:PFE) 42 ...
"Nov 14, 2019",2019-11-14,"His research and collaboration with Pfizer has led to the development of a potential new drug for chronic kidney disease. November 14, 2019. 2. Kat J. McAlpine.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",http://www.bu.edu/articles/2019/weining-lu-kidney-researcher-innovator-of-the-year/,BU Today,"Weining Lu, Kidney Researcher, Named BU Innovator of the ..."
"Nov 12, 2019",2019-11-12,"Resuming coverage of Remicade, as the court ordered, did not reverse Pfizer's gains. By August 2019, 13.4% of 2,164 patients were on the biosimilar: a single ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.reuters.com/article/us-canada-pharmaceuticals-biosimilars/jj-blockbuster-loses-ground-to-biosimilars-despite-quebec-court-ruling-idUSKBN1XN0HS,Reuters,J&J blockbuster loses ground to biosimilars despite Quebec ...
"Nov 20, 2019",2019-11-20,"Researchers criticize $225,000 annual price of Pfizer's new heart-failure drug · One of the researchers now criticizing the cost of the drug, tafamidis, released a cost ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.axios.com/pfizer-heart-failure-drug-tafamidis-price-1d41597b-f003-4abe-a618-1561a9820cef.html,Axios,"Researchers criticize $225,000 annual price of Pfizer's new heart-failure drug"
"Nov 16, 2019",2019-11-16,"The FDA has approved Pfizer's adalimumab biosimilar, Abrilada (adalimumab-afzb), referencing Humira. In a statement, Sarah Yim, MD, acting director of the ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.centerforbiosimilars.com/view/fda-approves-pfizers-adalimumab-biosimilar-abrilada,The Center for Biosimilars,"FDA Approves Pfizer's Adalimumab Biosimilar, Abrilada"
"Nov 7, 2019",2019-11-07,"Armed with $44 million from the likes of Atlas Venture and Pfizer Ventures, the Cambridge, Massachusetts-based biotech is going after progranulin, a protein ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.fiercebiotech.com/biotech/arkuda-bags-44m-to-target-progranulin-and-head-off-inherited-dementia,FierceBiotech,Arkuda bags $44M to target progranulin and head off inherited ...
"Nov 28, 2019",2019-11-28,"That said, the recent jump in the share price will make Pfizer's dividend yield look smaller, even though the company prospects could be improving. Some simple ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://simplywall.st/stocks/in/pharmaceuticals-biotech/nse-pfizer/pfizer-shares/news/what-to-know-before-buying-pfizer-limited-nsepfizer-for-its-dividend,Simply Wall St,What To Know Before Buying Pfizer Limited (NSE:PFIZER) For ...
"Nov 6, 2019",2019-11-06,"Pfizer and Indian drugmaker Sun Pharmaceuticals have agreed to settle patent litigation over a generic version of Pfizer's leukaemia drug, Bosulif. You need a ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.lifesciencesipreview.com/news/pfizer-and-sun-settle-bosulif-dispute-3771,Life Sciences Intellectual Property Review,Pfizer and Sun settle Bosulif dispute
"Nov 25, 2019",2019-11-25,"... receptor (EGFR)-activating mutations, according to results of a subgroup analysis from the phase III ARCHER 1050 study (NCT01774721), Pfizer reported in a ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.targetedonc.com/view/dacomitinib-monotherapy-continues-to-show-efficacy-in-patients-with-egfr-nsclc,Targeted Oncology,Dacomitinib Monotherapy Continues to Show Efficacy in ...
"Nov 13, 2019",2019-11-13,"Pfizer announced earlier this year, in August​, that it would be ramping up the manufacture of its own gene therapy ahead of the beginning of Phase III trials.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.biopharma-reporter.com/Article/2019/11/13/Safety-issues-sees-clinical-hold-for-DMD-gene-therapy,BioPharma-Reporter.com,Further safety issues lead to clinical hold for DMD gene therapy
"Nov 23, 2019",2019-11-23,"Pfizer's final-stage testing of the drug was spread over about 50 sites, and in the small community of physicians who care for patients with the heart disease ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://bangordailynews.com/2019/11/23/news/doctors-who-helped-develop-heart-drug-now-balk-at-225000-a-year-price/,Bangor Daily News,"Doctors who helped develop heart drug now balk at $225,000 ..."
